State,Month,TotalPrecipitation,AverageMinTemperature,AverageMaxTemperature,AverageRelativeHumidity
KERALA,2008-09,4836.71192,24.70803,29.02786,0.80463
GUJARAT,2013-01,434.44809,15.81915,28.23271,0.43708
CHATISGARH,2013-06,4417.46766,25.42129,35.69553,0.61795
MIZORAM,2000-07,456.54947,22.45282,31.16510,0.85221
MAHARASHTRA,2012-02,51.65719,16.73864,32.58138,0.32332
TRIPURA,2013-04,246.58442,23.31121,37.13808,0.60136
CHANDIGARH,2003-01,32.36507,3.66874,22.88806,0.38965
CHATISGARH,2004-04,137.06702,22.93831,41.96824,0.27665
NAGALAND,2003-02,236.45584,4.35450,19.60872,0.77177
NEW DELHI,2002-12,23.45180,8.85403,24.96303,0.38433
PUDUCHERRY,2003-12,47.18241,21.59726,29.84182,0.74505
MIZORAM,2010-07,599.56631,22.82898,31.43987,0.86025
GOA,2008-07,1875.25548,25.03290,27.46244,0.84967
DAMAN AND DIU,2013-01,0.00772,22.46416,25.26211,0.55845
NEW DELHI,2008-05,36.66916,26.76210,41.29000,0.25134
UTTAR PRADESH,2007-03,1352.09636,16.37348,33.26438,0.37080
JAMMU AND KASHMIR,2000-10,196.49592,8.50127,25.42484,0.22869
ARUNACHAL PRADESH,2013-12,569.88428,6.88453,17.78956,0.67594
MEGHALAYA,2007-01,46.99297,10.73466,25.55345,0.50468
WEST BENGAL,2003-07,12444.19467,26.38097,31.85343,0.82788
ANDAMAN AND NICOBAR ISLANDS,2004-04,27.22292,28.78557,29.97190,0.78118
TRIPURA,2003-01,7.68471,9.34523,25.04028,0.64092
CHATISGARH,2001-02,17.90212,11.93180,34.79132,0.27192
CHATISGARH,2002-04,44.36091,21.67919,42.83245,0.21368
MAHARASHTRA,2000-07,12279.01505,23.22874,28.95238,0.78220
MAHARASHTRA,2005-02,123.96489,17.84562,32.18531,0.38879
MADHAYA PRADESH,2008-02,161.78020,9.43685,28.90829,0.27943
RAJASTHAN,2004-11,237.31590,14.24175,31.08801,0.28533
ASSAM,2002-10,2451.83458,17.97275,30.78295,0.79680
MADHAYA PRADESH,2004-04,159.08383,23.47544,41.03820,0.19565
MEGHALAYA,2009-11,253.30953,16.96097,27.40404,0.75555
LADAKH,2012-06,112.52231,-1.04503,7.60990,0.68603
KERALA,2000-11,2396.04151,23.90819,30.37130,0.73030
KARNATAKA,2012-09,4954.84730,20.41807,28.15565,0.78946
LADAKH,2003-12,56.84953,-19.86092,-7.32655,0.71900
MIZORAM,2007-12,1.48616,11.55953,26.07250,0.75262
MANIPUR,2001-05,1489.41482,17.96147,27.31995,0.85656
LADAKH,2013-03,134.72244,-18.47008,-3.00118,0.79861
HARYANA,2002-05,2567.36026,27.16138,44.65256,0.21274
TELANGANA,2000-06,1917.91129,25.02289,33.93660,0.60306
RAJASTHAN,2008-06,7199.93180,28.25577,38.26636,0.50453
PUNJAB,2005-07,2685.18178,27.30882,37.22135,0.61321
DAMAN AND DIU,2010-06,582.22735,29.48330,30.72550,0.78666
GOA,2008-01,0.00000,22.34408,30.69092,0.53310
NEW DELHI,2009-10,138.34302,18.41400,32.93832,0.42109
DAMAN AND DIU,2009-05,1.00594,28.45631,30.04876,0.78858
GOA,2013-09,1228.14286,25.71367,28.03423,0.82844
GOA,2006-01,0.52872,23.13181,32.19308,0.52497
ANDAMAN AND NICOBAR ISLANDS,2001-06,93.38697,28.59567,30.64020,0.72141
ANDAMAN AND NICOBAR ISLANDS,2003-01,199.56420,25.91771,26.66187,0.75910
ANDAMAN AND NICOBAR ISLANDS,2006-10,373.37417,27.86368,29.12455,0.76826
MEGHALAYA,2002-10,861.10386,18.97496,28.96811,0.81207
KARNATAKA,2002-09,4162.75322,20.24491,29.80112,0.75983
TAMILNADU,2000-10,6678.19704,22.34421,31.56267,0.71451
SIKKIM,2005-09,20.44358,20.20424,28.36004,0.64391
SIKKIM,2005-11,0.37336,11.58675,21.36013,0.49624
BIHAR,2013-06,4989.65282,27.85487,37.75928,0.54926
UTTARAKHAND,2005-04,417.57662,18.39253,33.31527,0.23836
ASSAM,2010-02,226.63108,10.87300,26.62609,0.71810
ASSAM,2009-07,11758.04117,24.58495,32.60354,0.84943
TELANGANA,2004-01,237.40725,14.90161,29.42124,0.55808
PUDUCHERRY,2003-06,89.77805,27.73928,38.81552,0.51979
HARYANA,2000-12,435.21136,8.02010,25.31283,0.36354
WEST BENGAL,2009-01,348.75023,13.57526,28.33656,0.57881
TELANGANA,2005-07,3111.68190,23.49820,30.59632,0.75996
TELANGANA,2009-11,1176.39542,18.33797,29.38558,0.70428
ORISSA,2004-02,366.14452,14.63211,30.66243,0.51085
TRIPURA,2004-12,3.19591,12.99440,26.69922,0.68033
JHARKHAND,2005-04,401.95257,22.43115,39.32192,0.28362
ANDHRA PRADESH,2006-01,41.12887,15.65326,30.22820,0.65203
KARNATAKA,2008-06,7122.54699,22.24012,28.88989,0.75362
LAKSHADWEEP,2010-05,553.12785,29.17071,30.49890,0.78501
SIKKIM,2002-08,516.52314,20.62293,26.78622,0.74764
NEW DELHI,2012-09,103.15704,23.28917,32.77370,0.66756
ANDAMAN AND NICOBAR ISLANDS,2007-03,13.07765,27.02410,28.19087,0.76512
ANDHRA PRADESH,2001-07,1834.72004,25.94745,34.67413,0.59013
TRIPURA,2007-01,0.15106,9.45647,27.67712,0.51845
TELANGANA,2005-08,2297.49845,22.53738,29.12048,0.81929
MADHAYA PRADESH,2010-03,100.22049,18.86180,38.04656,0.21797
HARYANA,2000-10,1165.05058,18.15644,37.10675,0.28560
PUDUCHERRY,2008-07,87.15249,26.77676,37.06621,0.55298
BIHAR,2001-06,11016.33541,27.54371,36.49050,0.63185
GUJARAT,2004-02,208.99344,16.92184,31.78998,0.39274
RAJASTHAN,2007-08,4302.20702,26.04426,34.65014,0.65504
LADAKH,2006-09,65.23304,-1.88720,9.88585,0.50808
MEGHALAYA,2004-09,2703.84054,21.67412,27.92051,0.90179
TELANGANA,2010-01,232.51225,15.06692,29.28308,0.49235
UTTARAKHAND,2003-02,1015.84373,9.51252,22.56753,0.47523
MANIPUR,2001-09,1516.03897,19.83473,28.43243,0.90745
MANIPUR,2002-10,474.97279,15.34006,26.73884,0.83358
BIHAR,2004-05,2769.12499,27.46292,42.85908,0.32242
SIKKIM,2010-04,39.63361,17.80559,29.23527,0.36473
TAMILNADU,2010-07,3551.53473,24.28006,32.40886,0.67633
JHARKHAND,2006-09,5879.09628,23.55387,30.25742,0.83100
BIHAR,2004-04,686.74533,24.17178,40.41931,0.34342
CHATISGARH,2006-08,6982.14492,23.14605,28.84510,0.85393
NAGALAND,2000-04,1117.53987,11.32193,24.50766,0.70063
TRIPURA,2008-06,2024.70023,24.81634,30.91663,0.87531
CHANDIGARH,2003-06,22.67990,28.67090,45.06270,0.21282
MANIPUR,2010-01,7.60117,6.89266,24.15920,0.68847
NEW DELHI,2005-03,7.00607,15.15500,33.36745,0.35758
DAMAN AND DIU,2004-02,0.01373,23.08941,26.25802,0.58459
DAMAN AND DIU,2007-07,1454.97855,28.13926,29.17502,0.81188
NEW DELHI,2006-01,0.06409,6.90703,22.97855,0.40191
ARUNACHAL PRADESH,2003-03,1041.11170,10.46789,22.35895,0.57644
TAMILNADU,2006-06,4428.52209,24.98162,34.48271,0.63056
TAMILNADU,2010-10,9432.35311,22.98646,31.24372,0.76778
MAHARASHTRA,2005-11,798.86165,15.14704,29.73068,0.49262
UTTARAKHAND,2006-10,1323.44274,16.55120,29.98736,0.43418
ANDHRA PRADESH,2009-08,2595.72701,25.25587,33.79007,0.66616
ANDAMAN AND NICOBAR ISLANDS,2000-08,86.91718,27.82187,29.81055,0.73930
UTTARAKHAND,2008-11,622.06448,11.74887,25.35570,0.43547
GUJARAT,2008-10,3091.28593,23.51898,34.56524,0.54624
DADRA AND NAGAR HAVELI,2009-05,238.11722,28.04294,30.05452,0.73277
UTTAR PRADESH,2005-04,1391.52947,21.27021,39.88484,0.17829
MAHARASHTRA,2003-05,688.07929,26.46307,39.98772,0.34499
WEST BENGAL,2008-08,8513.50034,26.05081,31.09347,0.85713
NAGALAND,2013-04,1547.08353,13.38122,24.01185,0.82006
ORISSA,2008-01,1358.81743,12.62182,29.22005,0.57419
KERALA,2011-12,812.04144,24.63588,28.97634,0.69843
HARYANA,2005-06,2840.51841,29.53661,43.56055,0.29474
PUDUCHERRY,2011-02,26.89504,20.03271,32.56977,0.67661
ASSAM,2008-11,299.33220,13.24051,28.20120,0.76110
MADHAYA PRADESH,2009-09,7678.06805,22.56760,32.51469,0.71561
LAKSHADWEEP,2006-07,630.58031,27.53974,28.33077,0.80771
UTTARAKHAND,2008-05,1999.71025,22.11476,35.33059,0.34271
PUDUCHERRY,2002-11,236.86692,22.58972,30.67378,0.78153
MAHARASHTRA,2002-02,248.96179,18.90336,32.52737,0.36884
LAKSHADWEEP,2007-08,635.37654,27.05987,27.94003,0.82097
BIHAR,2003-10,8585.10835,20.49606,29.65346,0.74608
MIZORAM,2012-06,1640.90552,23.23300,30.72923,0.89352
NAGALAND,2010-05,2126.96174,15.87874,23.15376,0.93232
LAKSHADWEEP,2002-11,255.83495,27.20877,28.71497,0.77472
SIKKIM,2011-08,446.60455,18.57366,25.14006,0.73020
KERALA,2003-02,834.74681,24.43890,32.15791,0.70357
CHANDIGARH,2001-09,5.54037,21.40403,39.95107,0.29750
PUDUCHERRY,2009-06,25.28615,27.53545,38.59122,0.49039
LAKSHADWEEP,2004-01,20.21799,26.18248,27.86813,0.73090
LADAKH,2009-09,15.22722,-3.92932,5.61530,0.72133
WEST BENGAL,2013-02,290.55818,15.79488,30.77997,0.40150
JHARKHAND,2009-01,296.01830,12.30283,28.14819,0.51228
SIKKIM,2000-09,226.34889,18.53611,26.04946,0.73286
GUJARAT,2009-02,99.43253,18.00229,32.20774,0.41322
DAMAN AND DIU,2001-02,0.00000,22.71170,25.68389,0.59583
MANIPUR,2006-08,849.04400,20.12469,29.84451,0.84528
ANDAMAN AND NICOBAR ISLANDS,2013-05,32.74221,29.43868,31.18577,0.74392
JAMMU AND KASHMIR,2003-07,3506.64288,16.49068,29.22525,0.59680
MEGHALAYA,2001-06,2463.91153,22.69148,28.55707,0.89825
TAMILNADU,2002-04,1912.50719,24.27167,37.43796,0.58660
TAMILNADU,2006-04,1676.10150,24.36079,37.76661,0.56538
UTTARAKHAND,2004-06,2412.10640,22.98830,34.76847,0.45497
UTTAR PRADESH,2001-12,1893.34425,8.92186,26.02471,0.43802
JAMMU AND KASHMIR,2000-03,757.88013,1.05591,15.76555,0.55247
JHARKHAND,2002-04,348.97761,22.31931,40.14832,0.33448
KERALA,2001-04,3496.69289,25.83965,31.49714,0.76678
UTTARAKHAND,2007-10,1051.18478,15.13592,28.77749,0.43927
ANDHRA PRADESH,2010-02,8.30210,17.66698,34.23552,0.57787
LADAKH,2002-06,16.31384,-1.33852,10.55195,0.47433
ORISSA,2002-10,4842.12519,20.42409,31.74807,0.71082
GUJARAT,2010-06,4999.99366,28.45252,36.89009,0.61836
DADRA AND NAGAR HAVELI,2000-04,141.42610,27.00753,29.71277,0.66969
BIHAR,2010-06,6473.34055,29.09390,41.17811,0.50338
RAJASTHAN,2009-06,1229.88487,29.31195,42.62109,0.29761
RAJASTHAN,2010-02,65.72018,12.54072,29.40318,0.33300
WEST BENGAL,2009-09,5756.43628,25.42397,31.79866,0.84546
SIKKIM,2012-02,65.32056,7.41128,17.75645,0.21936
LAKSHADWEEP,2011-11,216.08848,27.26553,28.68927,0.70981
ANDHRA PRADESH,2003-02,72.42002,19.19945,34.36100,0.60653
WEST BENGAL,2000-04,1536.47248,24.44848,39.37160,0.49413
LAKSHADWEEP,2007-10,396.91260,27.19081,28.36790,0.79177
CHANDIGARH,2013-11,17.72489,11.22560,25.66733,0.50414
PUDUCHERRY,2010-04,24.13173,26.95672,39.34540,0.58123
JHARKHAND,2010-07,5945.15478,25.50265,32.87269,0.76912
PUDUCHERRY,2004-10,464.65729,24.03366,31.75048,0.79638
WEST BENGAL,2006-12,499.47886,14.21604,28.30570,0.50703
ARUNACHAL PRADESH,2012-05,4320.66798,16.10510,25.95494,0.76603
LADAKH,2000-10,8.50883,-8.34769,4.01113,0.38964
MEGHALAYA,2002-11,448.17058,16.44131,26.89246,0.76578
HARYANA,2005-12,539.88782,7.04363,23.78159,0.37726
ANDHRA PRADESH,2003-05,18.44136,27.48255,42.61804,0.40924
ASSAM,2005-11,511.67527,12.34819,27.65782,0.77329
BIHAR,2000-10,2136.41186,20.35764,33.60867,0.62360
ORISSA,2002-12,963.86177,12.65731,29.74081,0.58169
ORISSA,2003-07,20566.60769,25.00655,30.73272,0.83656
ORISSA,2005-11,2425.24038,15.48919,28.33236,0.65254
KARNATAKA,2007-09,8779.20587,21.02488,26.10733,0.89249
UTTAR PRADESH,2008-06,33020.25019,27.68715,35.80498,0.62585
ANDHRA PRADESH,2006-09,3095.59015,23.98265,33.46919,0.71603
BIHAR,2013-04,771.90204,22.83930,39.29571,0.28742
KERALA,2004-08,7740.16242,24.27318,27.53209,0.85025
RAJASTHAN,2012-05,170.65541,26.41575,42.63018,0.21337
JAMMU AND KASHMIR,2003-08,2431.52285,15.63342,27.72372,0.61407
KERALA,2004-10,5569.93618,24.56372,28.98576,0.81976
ORISSA,2010-03,261.24670,20.75674,39.80185,0.43575
NAGALAND,2007-05,1964.03420,15.73671,24.62229,0.86499
CHANDIGARH,2003-07,297.73549,27.19226,36.62261,0.64464
CHATISGARH,2000-08,3405.18431,23.88986,32.08949,0.75212
NAGALAND,2006-08,1227.07153,17.37021,27.00135,0.86048
NAGALAND,2009-02,71.49012,5.55870,23.11062,0.70837
NEW DELHI,2001-02,0.77591,8.55950,27.90218,0.29330
MIZORAM,2005-10,289.21897,20.12708,31.41787,0.84414
DAMAN AND DIU,2005-02,0.00000,22.76229,25.52238,0.60180
DAMAN AND DIU,2006-10,18.57119,27.99955,30.18110,0.68543
NEW DELHI,2011-04,3.98998,20.06097,37.59697,0.21583
NEW DELHI,2002-11,0.00000,12.92363,29.98477,0.27539
CHANDIGARH,2000-04,0.05836,20.60553,40.77963,0.11421
GOA,2007-08,2733.39295,24.77108,26.72503,0.88355
GOA,2008-06,2151.65358,25.73735,28.35467,0.83202
JAMMU AND KASHMIR,2012-01,1131.93967,-3.88065,7.02071,0.60148
WEST BENGAL,2012-04,1734.46502,24.73158,38.01626,0.51409
MADHAYA PRADESH,2004-11,568.08101,13.48679,31.01776,0.40341
MADHAYA PRADESH,2008-09,10131.86473,22.44046,31.33155,0.78573
DADRA AND NAGAR HAVELI,2011-08,737.66788,27.24555,27.84126,0.86056
KERALA,2013-11,2751.30234,25.38015,28.78886,0.76620
HARYANA,2007-04,631.07088,23.09143,40.55603,0.25105
UTTARAKHAND,2009-10,1845.32969,14.90087,26.83838,0.58466
ANDHRA PRADESH,2000-12,186.64422,14.54348,29.79514,0.62497
RAJASTHAN,2008-01,136.19647,8.05294,23.82978,0.30786
WEST BENGAL,2007-08,6964.67341,25.94846,31.48019,0.84909
JAMMU AND KASHMIR,2006-09,2529.51572,12.24636,25.37063,0.57230
GUJARAT,2008-12,1222.70607,19.33641,30.64482,0.45808
WEST BENGAL,2012-02,229.90325,14.81675,30.44178,0.44008
KERALA,2000-05,5331.27467,25.72729,30.68841,0.77331
ASSAM,2013-10,7670.95468,19.00215,28.81229,0.84805
SIKKIM,2001-10,120.38612,17.10345,24.88477,0.62438
SIKKIM,2004-11,0.05322,11.82358,21.05186,0.46608
SIKKIM,2008-01,42.61236,7.47973,17.74462,0.34202
SIKKIM,2008-09,107.12875,19.58136,27.31704,0.69272
CHATISGARH,2007-12,72.31745,12.04893,29.37637,0.46031
PUDUCHERRY,2004-08,116.01906,26.02574,37.25300,0.55892
MAHARASHTRA,2012-07,22646.20685,23.37463,27.30452,0.85376
ANDHRA PRADESH,2013-03,29.97755,18.77549,37.22852,0.47160
HARYANA,2004-05,1829.73057,27.09220,42.58584,0.27110
ORISSA,2009-04,799.41990,21.81014,42.34490,0.41873
BIHAR,2006-09,12769.92069,24.75924,31.64066,0.79802
TAMILNADU,2008-05,5713.63326,25.89495,37.38988,0.56822
TELANGANA,2003-12,71.13854,13.69880,28.67702,0.54156
CHANDIGARH,2011-05,20.18050,26.01716,42.86294,0.22749
DAMAN AND DIU,2008-01,0.24719,21.67456,25.06642,0.54031
DAMAN AND DIU,2009-08,408.91116,27.99532,28.73434,0.81337
DAMAN AND DIU,2005-03,0.00000,24.88684,27.28718,0.64820
ARUNACHAL PRADESH,2003-07,8228.74254,19.79586,25.93501,0.88272
ANDAMAN AND NICOBAR ISLANDS,2010-03,27.20097,27.93045,29.02090,0.75468
UTTAR PRADESH,2008-09,18228.69251,24.29226,32.28069,0.78735
UTTARAKHAND,2012-03,100.08630,11.99118,28.33501,0.27031
TAMILNADU,2003-07,6070.64762,24.52970,32.87513,0.67055
ANDAMAN AND NICOBAR ISLANDS,2010-05,65.97583,29.65758,31.15635,0.76139
MAHARASHTRA,2001-10,4679.05618,20.51893,31.56934,0.63891
RAJASTHAN,2006-10,409.28344,19.95185,36.17864,0.34277
NAGALAND,2006-04,475.83589,11.49364,24.85625,0.70195
NAGALAND,2006-12,120.42821,4.80644,19.51685,0.81302
NAGALAND,2013-05,4158.48140,16.99079,23.23553,0.94113
ANDHRA PRADESH,2004-01,368.29102,16.02282,29.48812,0.68395
LAKSHADWEEP,2007-01,7.55110,25.85200,27.79239,0.70955
MIZORAM,2005-09,755.00723,22.40642,32.91230,0.86160
TAMILNADU,2000-09,9111.52127,23.62651,32.91072,0.72063
WEST BENGAL,2010-05,4962.90546,27.13319,38.56392,0.61197
KERALA,2002-11,3373.87892,24.52843,29.63910,0.79743
MANIPUR,2007-03,24.81366,10.53967,28.79419,0.47094
RAJASTHAN,2011-03,71.33531,16.21632,34.21504,0.26889
BIHAR,2007-10,3954.24668,20.87478,31.10987,0.74468
ANDHRA PRADESH,2009-09,3046.01342,24.35928,33.12373,0.72837
SIKKIM,2013-12,5.32494,5.63297,16.02368,0.40288
TAMILNADU,2011-01,1020.51336,18.17319,29.05149,0.73081
KARNATAKA,2003-02,218.99009,19.04653,33.90283,0.47920
CHATISGARH,2001-11,149.34766,15.65758,31.18995,0.52841
MIZORAM,2013-04,150.20715,19.81435,36.20115,0.60058
KERALA,2002-05,7482.51108,26.31044,30.57001,0.79664
NAGALAND,2003-10,1381.64921,13.77226,22.59396,0.93064
CHATISGARH,2004-12,92.63604,10.39067,28.81083,0.51947
TELANGANA,2002-02,13.41707,17.51354,33.85914,0.39540
CHATISGARH,2003-08,6372.68478,23.83628,30.12199,0.85179
NAGALAND,2009-05,1664.97114,15.02713,25.12960,0.83627
NEW DELHI,2001-07,111.56502,28.35697,37.92571,0.54273
NEW DELHI,2004-07,10.28194,30.20755,41.69965,0.32880
BIHAR,2007-11,1016.14645,16.25329,29.22832,0.61577
HIMACHAL PRADESH,2008-12,583.38805,7.01326,20.01894,0.37240
ANDAMAN AND NICOBAR ISLANDS,2007-12,331.81470,26.52232,27.35297,0.77620
MADHAYA PRADESH,2001-09,1512.74320,21.71794,35.80362,0.53570
JAMMU AND KASHMIR,2006-11,1313.38143,4.19755,15.18392,0.49944
ARUNACHAL PRADESH,2008-11,188.35544,9.28766,22.79020,0.64760
ANDAMAN AND NICOBAR ISLANDS,2007-10,263.58238,27.71026,29.17432,0.76798
LADAKH,2006-03,90.96080,-22.57697,-3.90898,0.81233
MAHARASHTRA,2008-04,557.70578,24.12306,39.24081,0.32018
KERALA,2007-01,57.04998,22.50355,31.43595,0.63026
UTTARAKHAND,2011-04,698.77051,17.18821,32.11659,0.30504
PUDUCHERRY,2003-07,145.98728,26.42402,36.81919,0.57662
BIHAR,2005-09,6505.68080,25.16617,33.26521,0.76130
LAKSHADWEEP,2013-11,129.99028,27.31173,28.45150,0.73984
GUJARAT,2004-06,6448.21002,27.75259,35.33443,0.64712
LADAKH,2007-12,51.30959,-25.41342,-8.39739,0.75200
KARNATAKA,2003-11,839.13292,18.02253,30.20299,0.64027
KARNATAKA,2007-08,12228.78447,21.09954,25.90526,0.87558
NAGALAND,2005-02,89.10255,5.20143,20.69847,0.71360
JHARKHAND,2003-05,1324.99077,25.30770,41.45840,0.35313
JHARKHAND,2013-08,6380.15060,23.57034,29.94875,0.84750
LADAKH,2011-08,91.90752,3.98527,13.78994,0.56250
ASSAM,2007-12,287.49856,9.76763,25.01603,0.76653
ASSAM,2008-02,400.38513,10.53815,25.89346,0.62687
TRIPURA,2010-03,442.96357,20.03466,35.95889,0.54500
PUDUCHERRY,2013-04,23.51761,25.87345,39.35367,0.54704
MANIPUR,2005-12,44.28607,9.19443,23.60346,0.75696
ASSAM,2011-03,2745.17329,16.06413,30.14322,0.61860
ANDHRA PRADESH,2011-01,24.37238,13.99834,29.14190,0.66145
GUJARAT,2010-09,6182.72504,24.69215,30.51895,0.80403
ORISSA,2011-03,251.93588,18.62036,37.64356,0.43610
MANIPUR,2011-09,1053.57165,19.55391,30.54982,0.86836
PUNJAB,2010-01,189.86913,6.40274,22.72364,0.62611
LAKSHADWEEP,2012-11,115.25745,27.44440,28.62163,0.70363
NAGALAND,2003-08,2142.69894,18.56853,25.41450,0.93154
GOA,2002-01,0.92869,22.20945,30.26263,0.55206
ARUNACHAL PRADESH,2006-06,5284.98040,18.88530,26.44020,0.84668
ANDAMAN AND NICOBAR ISLANDS,2001-09,115.10018,28.37053,29.92613,0.74576
HIMACHAL PRADESH,2003-11,643.98204,7.85501,21.79787,0.32372
ANDAMAN AND NICOBAR ISLANDS,2010-12,392.53464,26.43923,27.45787,0.77510
WEST BENGAL,2003-01,462.85783,10.63963,26.00696,0.50034
MAHARASHTRA,2007-01,178.61845,15.81204,30.41149,0.40086
ANDHRA PRADESH,2002-06,1909.16960,26.78326,37.04531,0.57748
ARUNACHAL PRADESH,2001-08,7261.61395,20.15037,28.37564,0.84275
ARUNACHAL PRADESH,2013-09,9282.85379,18.38117,26.01542,0.82367
MAHARASHTRA,2000-05,4387.61224,26.05974,37.56326,0.46580
PUDUCHERRY,2002-04,20.07408,26.01957,38.96533,0.58578
SIKKIM,2012-01,45.19930,4.57800,13.54836,0.30105
KARNATAKA,2009-06,6065.05408,22.23102,29.79853,0.75020
NAGALAND,2000-01,72.93120,0.36936,18.01419,0.68489
LADAKH,2007-10,11.50732,-14.35232,-1.02434,0.71253
BIHAR,2011-04,1575.04517,23.40588,39.14278,0.31799
BIHAR,2002-01,570.98283,10.29746,25.14375,0.55374
ASSAM,2010-05,11258.63214,21.84732,30.58000,0.85461
TELANGANA,2001-12,3.35109,13.28705,30.30325,0.44969
TRIPURA,2010-01,0.07210,10.65225,26.45342,0.65491
GUJARAT,2007-06,6277.21967,28.23124,35.69263,0.64788
ASSAM,2005-04,1519.26725,19.25626,34.99947,0.53102
RAJASTHAN,2007-07,5254.58054,27.33821,35.97011,0.59922
NAGALAND,2013-03,608.08554,9.41118,24.36360,0.75185
RAJASTHAN,2007-11,110.48847,14.02312,32.35180,0.28163
CHANDIGARH,2008-01,8.85086,5.07777,22.04277,0.37571
MIZORAM,2005-07,458.49222,22.78540,32.69917,0.82487
MANIPUR,2007-11,325.90643,13.60939,25.10663,0.80218
NEW DELHI,2003-04,0.05951,21.75410,40.48693,0.14327
GOA,2013-04,0.00000,25.60765,30.71458,0.70596
HIMACHAL PRADESH,2008-09,2584.08309,16.74111,26.76641,0.67865
HIMACHAL PRADESH,2010-04,782.68184,15.55546,31.59841,0.37019
ANDAMAN AND NICOBAR ISLANDS,2011-02,151.07820,26.01782,27.02611,0.76865
ANDAMAN AND NICOBAR ISLANDS,2009-03,123.57999,27.30568,28.51503,0.76078
HIMACHAL PRADESH,2003-04,987.20566,15.50709,29.47040,0.35876
JAMMU AND KASHMIR,2010-06,1225.79741,13.51378,28.04744,0.50099
UTTARAKHAND,2011-09,3777.66054,19.92285,28.38564,0.78637
TRIPURA,2008-07,2293.31308,24.76665,29.87575,0.91223
UTTAR PRADESH,2002-01,1198.28035,8.17616,23.89006,0.52659
JHARKHAND,2005-11,1413.46466,14.16802,27.29590,0.59149
RAJASTHAN,2012-01,47.10063,7.18422,22.59701,0.45326
KERALA,2006-11,7678.50682,24.61459,29.73586,0.80710
GUJARAT,2001-09,3131.59885,25.16491,34.34238,0.65527
PUDUCHERRY,2001-07,179.83420,26.38311,37.74069,0.54312
ANDHRA PRADESH,2003-11,229.06010,18.56286,30.70151,0.70230
WEST BENGAL,2011-04,1510.87291,23.81579,37.14605,0.51444
DADRA AND NAGAR HAVELI,2009-01,38.80235,23.87568,28.11916,0.58021
TELANGANA,2010-06,568.91762,27.37419,37.50627,0.48990
KERALA,2008-01,79.72735,22.57456,31.44564,0.64697
GUJARAT,2010-02,132.39001,17.44355,31.46652,0.41200
NAGALAND,2010-03,587.43888,10.07312,25.48288,0.64603
ANDHRA PRADESH,2001-11,1765.66229,20.24904,29.36677,0.74788
LADAKH,2007-09,24.72053,-2.57243,8.56562,0.58524
LADAKH,2013-12,43.79254,-21.04860,-8.18898,0.65476
MADHAYA PRADESH,2012-12,279.61662,10.24545,28.11512,0.42716
HARYANA,2013-01,752.74389,6.09840,20.67942,0.57971
WEST BENGAL,2000-06,5520.05562,26.73029,35.18602,0.71373
CHATISGARH,2003-05,144.42332,24.66050,44.34286,0.20483
GUJARAT,2002-01,281.22953,15.52507,28.41050,0.40180
MAHARASHTRA,2011-01,161.96804,14.30686,29.07618,0.40414
NAGALAND,2000-11,145.68903,6.35990,21.45386,0.82938
KARNATAKA,2013-03,521.20486,19.77842,35.60163,0.47582
JHARKHAND,2003-04,867.48892,23.35478,40.44917,0.32034
PUNJAB,2012-05,276.21458,25.49997,41.87608,0.24322
HARYANA,2004-12,1067.86293,9.51099,25.05036,0.44200
JHARKHAND,2013-09,3747.13539,22.91950,30.81596,0.79964
TAMILNADU,2003-08,4944.44448,23.97981,32.77200,0.68351
CHANDIGARH,2000-11,0.00000,13.06233,30.23107,0.23390
CHANDIGARH,2012-12,11.40003,8.52194,21.94119,0.56280
NEW DELHI,2000-08,192.41568,26.67003,36.61416,0.61567
GOA,2004-03,0.32959,24.18777,32.78118,0.68624
GOA,2002-05,258.77268,26.58211,32.48508,0.76101
HIMACHAL PRADESH,2003-07,4721.71247,20.81850,30.33496,0.68604
HIMACHAL PRADESH,2005-08,1491.09109,19.35646,30.16865,0.65096
ANDAMAN AND NICOBAR ISLANDS,2005-09,212.19711,28.15863,29.80150,0.75606
MADHAYA PRADESH,2003-07,19827.50045,24.68357,31.29890,0.79900
MAHARASHTRA,2001-06,10922.66651,24.93993,32.36188,0.66555
TRIPURA,2006-12,0.15049,12.11106,27.30015,0.64561
MEGHALAYA,2003-11,109.37662,14.90631,26.75455,0.73637
JHARKHAND,2006-03,610.46412,19.14268,33.85131,0.35679
ANDAMAN AND NICOBAR ISLANDS,2006-08,163.15623,28.16571,29.96826,0.74415
ORISSA,2001-06,10523.44959,25.88944,33.65501,0.68662
ANDHRA PRADESH,2010-01,474.56859,17.19552,29.43413,0.69586
UTTAR PRADESH,2011-01,1013.52961,7.18493,21.48820,0.64419
DADRA AND NAGAR HAVELI,2013-02,13.12694,23.23254,28.13189,0.62834
CHATISGARH,2008-12,64.21628,11.37364,30.38075,0.48620
MAHARASHTRA,2002-11,876.87842,17.30313,31.60385,0.45501
LADAKH,2000-02,62.31652,-27.79934,-10.15545,0.76120
JAMMU AND KASHMIR,2000-08,2234.24934,15.49181,29.09245,0.58134
MANIPUR,2006-03,0.19569,10.55658,29.58338,0.44240
JHARKHAND,2000-02,312.65194,13.23137,27.01193,0.49370
HARYANA,2011-11,816.95476,13.78074,29.07476,0.49343
CHATISGARH,2012-06,3744.74283,25.80095,37.77980,0.52370
